names	ranges_mean	ranges_max	rangesc_mean	rangesc_max
TNFRSF18	13.96065986991632	107.89473684210526	4.377572518985585	39.46235798100205
TNFRSF4	9.060124576635532	27.013938669852646	2.7246942680242503	6.6543974845093885
SDF4	1.628324233996213	4.517682849537331	0.8663041208422106	1.905742624297176
B3GALT6	2.1509894249114616	4.663716613852421	1.2090422339980742	2.8502555946836305
C1QTNF12	7.654294066881385	24.591200131341324	2.203718919701724	4.145053255737346
RP5-902P8.12	8.92111260392231	52.32657235384353	2.0442135472891008	6.011373773416592
UBE2J2	1.6059890057010615	3.607895686234088	0.8330743144654703	2.013231197771588
LINC01786	3.631473035936029	11.46016081871345	1.9269853999805109	4.114306649569518
SCNN1D	3.317756527497042	11.174902572096649	1.702940510049312	3.9181286549707606
ACAP3	2.4536861366494143	5.2636761487965	1.246600549393938	1.9766557766557766
PUSL1	1.910580405061529	3.5941183474223113	1.0271579123641268	2.001610305958132
INTS11	2.015932760076785	3.745181006111895	1.054925187759373	2.216333153055706
RP5-890O3.9	2.8492616609396495	8.511904761904761	1.4102646219269843	3.102780536246276
CPTP	1.9781775392116598	4.400959342165373	1.0839375770972097	2.387413660782809
TAS1R3	5.738454664740594	32.113243595310465	1.957088812774259	4.55996413360233
DVL1	1.805639206648107	5.591722440944881	0.9779261716543453	2.595270935960591
MXRA8	4.332938589786987	21.679682446339314	1.738681744903657	4.632607062359127
AURKAIP1	1.7446946879196081	3.3686638214051214	0.8962075538749802	1.911016253488754
NDUFB4P8	7.841158098205402	43.17193675889328	3.4324886102889605	9.688927943760984
CCNL2	2.529559796509265	6.261856889414547	1.2334223422059793	2.239234449760766
RP4-758J18.2	1.7639544133932734	4.224509334609861	0.9674770094817551	2.0763303285838908
MRPL20	1.6876937770148173	3.1059099437148223	0.9048823861183238	1.8980593352665627
RP4-758J18.13	3.9029214228520734	14.993564993564993	1.702583218592408	4.228087115116405
ANKRD65	10.0831190677648	309.87654320987656	2.201058350353799	7.958413001912046
RP4-758J18.7	5.7638602593234864	15.864262990455991	2.8205350188685396	8.358422939068099
TMEM88B	11.130981268792336	39.75762314308053	3.867968282703211	5.926355421686747
LINC01770	6.416917204152626	17.04331450094162	2.533838143232756	7.295786602000606
VWA1	6.3672303797759655	79.69911504424779	2.040824767696706	4.608853238265004
ATAD3C	13.482709873601307	149.2772667542707	2.717844077014146	5.495132287252319
ATAD3B	3.0455805802785068	7.439077323742792	1.3274043909802455	3.1549243132124833
ATAD3A	2.476084738846925	7.140510725229828	1.1602181037874915	2.447395301327886
TMEM240	3.7201469124095943	14.383012259194395	1.9476487326474785	8.039392168322617
SSU72	1.4283793605900732	2.775048648648648	0.7686342203171374	1.8147174770039418
RP5-832C2.5	3.6868514281874205	14.378260869565217	1.6973093988651908	4.261189801699717
RP11-345P4.11	4.178768788966816	26.624472573839665	1.472813730387988	9.339712918660286
